"","age1.S","age2_no_comorbid.S","age2_comorbid.S","age3_no_comorbid.S","age3_comorbid.S"
"1",9,7,1,1,1
"2",20,21,1,1,1
"3",1,4,1,1,1
"4",40,29,1,1,14
"5",11,17,8,1,1
"6",1,1,1,1,1
"7",1,11,1,1,1
"8",1,1,1,1,1
"9",1,1,1,1,1
"10",1,1,1,1,1
"11",1,1,1,1,1
"12",30,32,13,1,34
"13",7,3,1,1,1
"14",1,1,1,1,1
"15",13,25,16,1,1
"16",64,68,1,6,1
"17",40,48,1,1,1
"18",1,1,1,1,1
"19",1,1,1,1,1
"20",2448,2441,2410,2134,2420
"21",4,1,1,1,1
"22",62,37,29,1,1
"23",3,1,1,1,1
"24",1,1,1,1,1
"25",965,960,846,923,438
"26",63,55,1,62,66
"27",1,1,1,1,1
"28",1,1,1,1,1
"29",1,1,1,1,1
"30",19,21,1,1,1
"31",1,1,1,1,1
"32",3,1,5,1,11
"33",1,1,1,1,1
"34",1,1,1,1,1
"35",1,1,1,1,1
"36",1,1,1,1,1
"37",1,1,1,1,1
"38",1,1,1,1,1
"39",1,1,1,1,1
"40",9,13,1,1,1
"41",1,1,1,1,1
"42",79,42,58,1,1
"43",1617,1625,1611,1152,1548
"44",1,1,1,1,1
"45",378,408,329,241,383
"46",1,1,1,1,1
"47",1,1,1,1,1
"48",3,5,1,1,1
"49",14,3,1,1,1
"50",1,1,1,1,1
"51",6,14,1,1,1
"52",3,1,1,1,1
"53",1,1,1,1,1
"54",1,1,1,1,1
"55",43,19,28,1,1
"56",1,1,1,1,1
"57",3,1,1,1,1
"58",1,1,1,1,1
"59",1,1,1,1,1
"60",1,1,1,1,1
"61",71,90,1,1,41
"62",1,1,1,1,1
"63",1,1,1,1,1
"64",3,1,1,1,1
"65",1,1,1,1,1
"66",14,9,1,1,1
"67",47,39,1,1,1
"68",1,1,1,1,1
"69",1,1,1,1,1
"70",1,1,1,1,1
"71",1,1,1,1,1
"72",1,1,1,1,1
"73",1,1,1,1,1
"74",36,12,25,3,1
"75",1,1,1,1,1
"76",1,3,1,1,1
"77",21,20,1,1,1
"78",1,1,1,1,1
"79",3,1,1,1,1
"80",1,1,1,1,1
"81",3,1,1,1,1
"82",1,3,1,1,1
"83",5,8,1,1,1
"84",1,3,1,1,1
"85",1,1,1,1,1
"86",1,1,1,1,1
"87",1,1,1,1,1
"88",1,1,1,1,1
"89",5,3,1,1,1
"90",6,10,1,1,1
