"","age1.S","age2_no_comorbid.S","age2_comorbid.S","age3_no_comorbid.S","age3_comorbid.S"
"1",216,217,177,151,162
"2",342,332,150,1,1
"3",337,335,282,238,257
"4",343,341,289,243,262
"5",164,168,137,120,128
"6",361,360,332,279,303
"7",323,320,262,218,236
"8",359,358,325,269,294
"9",141,112,1,1,1
"10",200,202,164,141,151
"11",363,363,346,301,323
"12",189,192,158,137,146
"13",358,355,288,1,161
"14",1,1,1,1,1
"15",359,357,323,268,292
"16",311,308,251,210,227
"17",364,363,348,304,326
"18",360,359,329,278,301
"19",234,233,188,158,171
"20",203,205,167,144,154
"21",341,337,280,228,249
"22",358,355,289,1,159
"23",362,360,328,233,283
"24",329,315,102,1,1
"25",302,279,7,1,1
"26",12,1,1,1,1
"27",162,166,136,119,127
"28",355,350,246,1,17
"29",362,361,337,294,314
"30",356,352,269,1,129
"31",231,232,189,162,174
"32",16,1,1,1,1
"33",126,129,105,91,97
"34",311,309,252,211,228
"35",219,186,1,1,1
"36",46,27,1,1,1
"37",1,1,1,1,1
"38",362,361,338,279,308
"39",4,1,1,1,1
"40",211,214,176,153,163
"41",322,321,266,226,243
"42",168,139,1,1,1
"43",309,304,245,200,218
"44",359,357,302,65,207
"45",216,216,176,150,161
"46",153,157,128,112,120
"47",362,361,335,271,303
"48",353,348,234,1,17
"49",357,354,277,1,131
"50",1,1,1,1,1
"51",347,345,295,246,266
"52",312,313,260,224,239
"53",224,226,186,161,172
"54",71,50,1,1,1
"55",354,352,306,251,275
"56",362,360,326,194,269
"57",362,362,339,285,312
"58",158,160,129,110,118
"59",361,360,335,290,310
"60",44,28,1,1,1
"61",64,43,1,1,1
"62",270,269,219,186,199
"63",363,362,342,298,319
"64",323,321,264,222,239
"65",62,42,1,1,1
"66",362,361,339,286,311
"67",202,203,166,142,152
"68",218,218,177,150,161
"69",232,231,187,159,171
"70",363,363,345,294,321
"71",361,360,331,281,304
"72",348,340,188,1,1
"73",362,360,325,184,265
"74",305,302,245,204,221
"75",1,1,1,1,1
"76",348,346,299,255,274
"77",196,198,162,140,150
"78",332,329,272,227,245
"79",22,10,1,1,1
"80",207,209,170,146,157
"81",214,216,176,151,162
"82",182,183,148,126,135
"83",362,361,340,295,317
"84",223,224,183,158,169
"85",248,249,204,175,187
"86",1,1,1,1,1
"87",363,362,342,294,318
"88",61,42,1,1,1
"89",1,1,1,1,1
"90",13,1,1,1,1
"91",270,268,215,180,194
"92",280,280,229,196,210
"93",142,146,120,105,112
"94",5,1,1,1,1
"95",355,350,253,1,65
"96",316,314,256,214,232
"97",347,344,293,243,263
"98",278,249,1,1,1
"99",49,32,1,1,1
"100",360,357,307,99,222
"101",157,160,131,114,122
"102",226,192,1,1,1
"103",79,60,1,1,1
"104",1,1,1,1,1
"105",155,160,132,116,124
"106",344,341,287,236,257
"107",28,14,1,1,1
"108",362,361,340,296,317
"109",225,225,182,155,166
"110",1,1,1,1,1
"111",332,328,268,219,239
"112",224,225,184,158,169
"113",118,121,97,84,90
"114",341,339,285,237,257
"115",97,103,85,76,81
"116",49,31,1,1,1
"117",350,348,299,249,270
"118",304,301,242,200,217
"119",363,362,339,262,303
"120",130,133,108,93,100
"121",38,20,1,1,1
"122",309,305,246,203,220
"123",279,279,228,195,209
