"","age1.P","age2_no_comorbid.P","age2_comorbid.P","age3_no_comorbid.P","age3_comorbid.P"
"1",82,78,19,4,8
"2",75,76,11,5,8
"3",1,1,0,0,0
"4",77,83,15,6,8
"5",0,1,0,0,0
"6",78,72,12,4,9
"7",68,70,11,6,9
"8",0,1,0,0,0
"9",79,74,13,8,13
"10",0,1,0,0,0
"11",0,1,0,0,0
"12",76,76,19,6,9
"13",0,1,0,0,0
"14",89,73,15,6,7
"15",69,71,11,5,8
"16",0,1,0,0,0
"17",0,1,0,0,0
"18",76,67,12,5,8
"19",86,74,16,6,8
"20",80,63,11,8,8
"21",0,1,1,0,0
"22",1,1,0,0,0
"23",79,80,12,6,7
"24",0,1,0,0,0
"25",76,67,12,6,8
"26",82,75,15,6,9
"27",70,71,14,6,6
"28",76,69,10,4,8
"29",75,71,11,5,8
"30",0,1,0,0,0
"31",0,1,0,0,0
"32",68,74,15,6,8
"33",80,77,14,5,11
"34",0,2,0,0,0
"35",70,77,14,5,7
"36",74,85,19,8,7
"37",71,72,13,6,7
"38",71,73,20,5,8
"39",81,75,10,5,7
"40",73,67,9,4,9
"41",67,82,14,4,11
"42",0,1,0,0,0
"43",79,77,13,6,7
"44",0,1,0,0,0
"45",76,79,14,6,7
"46",0,1,0,0,0
"47",85,74,12,6,9
"48",0,1,0,0,0
"49",74,70,10,4,9
"50",86,73,13,7,7
"51",1,1,0,0,0
"52",76,77,12,5,6
"53",74,80,12,7,7
"54",75,62,11,5,10
"55",0,1,0,0,0
"56",82,73,14,4,9
"57",93,84,12,8,10
"58",78,66,11,6,7
"59",81,79,16,5,11
"60",87,77,13,7,6
"61",0,1,0,1,0
"62",72,75,13,9,11
"63",77,82,14,6,8
"64",88,78,14,5,8
"65",0,1,0,0,0
"66",75,76,13,5,7
"67",1,1,0,0,0
"68",91,77,15,7,9
"69",76,85,11,6,8
"70",76,73,12,5,8
"71",74,72,14,6,10
"72",0,1,0,0,0
"73",96,80,16,5,8
"74",74,61,14,7,8
"75",73,85,13,7,7
"76",0,1,0,0,0
"77",69,73,18,5,8
"78",78,82,13,4,7
"79",83,74,16,5,6
"80",0,1,0,0,0
"81",72,78,13,4,6
"82",76,66,14,6,6
"83",80,80,18,7,8
"84",74,69,12,6,8
"85",0,1,1,0,0
"86",81,93,10,4,8
"87",0,1,0,0,0
"88",80,79,15,4,9
"89",0,1,0,0,0
"90",83,70,15,4,8
"91",1,1,0,0,0
"92",94,79,14,5,7
"93",0,1,0,0,0
"94",97,73,18,7,8
"95",73,73,16,5,9
"96",67,87,13,4,8
"97",82,77,13,6,8
"98",75,81,13,7,10
"99",0,1,0,0,0
"100",77,69,12,6,7
"101",74,71,13,5,8
"102",81,84,16,6,9
"103",89,73,12,5,8
"104",0,1,0,0,0
"105",68,75,14,8,11
"106",0,1,0,0,0
"107",82,66,9,5,7
"108",72,81,15,5,7
"109",86,82,15,5,7
"110",0,1,0,0,0
"111",71,73,12,5,11
"112",79,66,13,6,6
"113",89,62,17,7,11
"114",80,81,13,6,9
"115",69,79,19,3,8
"116",76,86,15,8,8
"117",83,86,12,6,12
"118",74,82,14,5,8
"119",0,1,0,0,0
"120",78,63,14,7,7
"121",1,1,0,0,0
"122",83,98,15,5,6
"123",75,79,12,9,8
"124",73,62,14,5,7
"125",69,72,16,5,8
"126",1,2,1,0,0
"127",86,81,10,6,8
"128",0,1,0,0,0
"129",95,81,16,4,8
"130",0,1,0,0,0
"131",0,1,0,0,0
"132",67,83,15,6,7
"133",0,1,0,0,0
"134",0,1,0,0,0
"135",77,81,15,5,9
"136",85,84,13,5,8
"137",71,75,17,5,9
"138",81,90,17,6,7
"139",69,71,11,4,6
"140",71,80,10,5,7
"141",77,75,12,7,9
"142",81,87,12,6,7
"143",70,73,12,4,10
"144",69,78,14,4,9
"145",0,1,0,0,0
"146",66,74,13,5,7
"147",77,70,15,4,9
"148",82,78,13,7,7
"149",73,92,19,7,7
"150",75,79,15,6,7
"151",81,80,17,7,8
"152",78,97,14,6,9
"153",76,74,13,5,9
"154",68,75,14,4,8
"155",1,1,1,0,0
"156",78,73,11,6,9
"157",0,1,0,0,0
"158",81,73,13,5,9
"159",72,79,17,6,11
"160",72,83,17,6,8
"161",82,76,16,6,6
"162",79,81,16,7,10
"163",0,1,0,0,0
"164",75,77,15,7,6
"165",77,79,15,6,7
"166",87,79,13,4,10
"167",87,71,23,6,8
"168",0,1,0,0,0
"169",72,85,15,6,10
"170",85,86,15,7,7
"171",74,74,14,5,9
"172",86,85,11,5,14
"173",1,1,0,0,0
"174",83,74,15,6,8
"175",71,72,13,6,8
"176",76,73,14,6,11
"177",76,84,14,7,9
"178",73,78,12,7,9
"179",74,74,11,6,8
"180",80,83,13,5,8
"181",0,1,0,0,0
"182",66,70,14,5,7
"183",78,76,13,7,8
"184",81,79,16,6,8
"185",74,71,12,4,10
"186",74,76,14,6,8
"187",93,87,15,5,11
"188",79,78,13,5,9
"189",102,81,12,5,7
"190",0,1,0,0,0
"191",83,77,16,5,8
"192",0,1,0,0,0
"193",64,72,9,6,7
"194",0,1,0,0,0
"195",72,79,17,6,9
"196",88,84,13,5,8
"197",0,2,0,0,0
"198",82,75,15,6,10
"199",69,73,14,5,11
"200",78,72,21,7,8
"201",91,72,13,5,8
"202",81,81,16,5,10
"203",69,62,11,5,8
"204",85,77,16,6,7
"205",0,1,0,0,0
"206",70,76,15,4,6
"207",92,81,13,4,9
"208",81,72,14,6,11
"209",92,79,15,6,9
"210",79,89,14,9,9
"211",80,76,16,5,8
"212",0,1,0,0,0
"213",80,70,12,5,7
"214",80,83,14,5,9
"215",66,66,14,4,8
"216",82,80,12,7,7
