"","age1_orange.A","age1_green.A","age2_no_comorbid_orange.A","age2_no_comorbid_green.A","age2_comorbid_green.A","age3_no_comorbid_green.A","age3_comorbid_green.A"
"1",40,0,24,0,0,0,0
"2",39,4,24,6,5,1,4
"3",37,0,35,0,0,0,0
"4",34,0,37,0,0,0,0
"5",33,6,40,2,7,4,3
"6",37,0,44,0,0,0,0
"7",0,0,0,0,0,0,0
"8",44,3,31,3,7,1,3
"9",32,0,36,0,0,0,0
"10",34,2,34,4,7,3,5
"11",32,0,29,0,0,1,0
"12",35,6,36,7,6,3,5
"13",35,4,34,6,7,1,3
"14",0,0,0,0,0,0,0
"15",32,2,34,5,7,1,6
"16",36,4,30,5,12,1,5
"17",0,0,1,0,0,0,0
"18",0,0,0,0,0,0,0
"19",31,0,39,0,0,0,0
"20",47,3,36,3,4,2,4
"21",0,0,0,0,0,0,0
"22",34,5,29,5,5,3,3
"23",0,0,0,0,0,0,0
"24",0,0,0,0,0,0,0
"25",34,5,30,6,6,1,7
"26",0,0,0,0,0,0,0
"27",32,0,32,0,0,0,0
"28",32,3,31,4,6,3,1
"29",0,0,0,0,0,0,0
"30",30,5,35,3,5,3,4
"31",44,4,31,7,8,2,2
"32",42,2,31,5,7,4,6
"33",35,0,38,0,0,0,0
"34",33,0,37,0,0,0,0
"35",33,5,29,4,10,3,6
"36",0,0,1,0,0,0,0
"37",30,0,38,0,0,0,0
"38",33,4,28,5,7,1,3
"39",42,0,35,0,0,0,0
"40",30,0,41,0,0,0,0
"41",33,0,34,0,0,0,0
"42",36,4,42,5,8,1,4
"43",44,3,36,4,5,2,1
"44",0,0,0,0,0,0,0
"45",33,6,33,4,6,1,5
"46",37,0,37,0,0,0,0
"47",36,2,42,6,5,2,3
"48",33,0,31,1,0,0,0
"49",36,0,30,0,0,0,0
"50",34,0,38,0,0,0,0
"51",0,0,0,0,0,0,0
"52",36,0,29,0,0,0,0
"53",0,0,0,0,0,0,0
"54",0,0,0,0,0,0,0
"55",27,4,31,5,8,5,3
"56",32,2,34,6,7,1,2
"57",32,5,24,5,4,1,4
"58",36,0,31,0,0,0,0
"59",36,4,38,4,6,3,4
"60",0,0,0,0,0,0,0
"61",41,0,32,0,0,0,0
"62",35,0,32,0,0,0,0
"63",31,2,42,4,7,3,3
"64",35,0,30,0,0,0,1
"65",37,3,32,5,6,2,4
"66",34,0,35,0,0,0,0
"67",34,0,32,0,0,0,0
"68",40,5,39,2,7,3,7
"69",36,1,44,0,0,0,1
"70",36,6,33,3,5,2,5
"71",26,0,41,0,0,0,0
"72",39,0,39,0,0,0,0
"73",33,0,30,0,0,0,0
"74",32,5,31,5,6,2,6
"75",42,3,32,5,6,1,4
"76",0,0,0,0,0,0,0
"77",33,0,27,0,0,0,0
"78",38,2,44,7,4,2,4
"79",41,0,46,0,0,0,0
"80",0,0,0,0,0,0,0
"81",39,2,40,4,4,3,4
"82",33,4,35,7,4,2,2
"83",39,4,31,6,8,1,3
"84",35,4,33,6,4,4,2
